Amp_range,Avg_amp,Freq_range,Pulses_per_Sec,Partials,MFCC,Duration,Zero_Crossings,Sex,Age,Species,Call
0.11164463,0.006981377,2584.1666666666665,393.6666666666667,4,-27.059156,6,15622,Male,Adult,Ocelot,growl
0.0032065816,0.00055093225,1.0,0.0,0,-27.059156,1,3611,Male,Adult,Ocelot,growl
0.049494326,0.005848306,2354.8,289.8,2,-27.059156,5,12457,Male,Adult,Ocelot,growl
0.060538437,0.006454217,4977.200000000001,410.8,1,-27.059156,10,22316,Male,Adult,Ocelot,growl
0.06035724,0.006419271,5437.6,340.0,3,-27.059156,5,9455,Male,Adult,Ocelot,growl
0.06899296,0.0069385604,4024.0,423.1666666666667,4,-27.059156,6,17980,Male,Adult,Ocelot,growl
0.20226324,0.024948146,4718.0,876.5,14,-27.059156,2,4829,Male,Adult,Ocelot,growl
0.103271216,0.011317418,4725.0,505.5,5,-27.059156,4,10642,Male,Adult,Ocelot,growl
0.09190979,0.00820199,7606.384615384616,467.38461538461536,2,-27.059156,13,27601,Male,Adult,Ocelot,growl
0.06668907,0.0073930365,5400.8,365.8,4,-27.059156,5,11804,Male,Adult,Ocelot,growl
0.06492871,0.008822692,5434.25,397.0,5,-27.059156,4,6467,Male,Adult,Ocelot,growl
0.062121846,0.007060709,2671.8,410.4,2,-27.059156,5,12428,Male,Adult,Ocelot,growl
0.07265439,0.009455611,3839.4,511.2,3,-27.059156,5,10131,Male,Adult,Ocelot,growl
0.046247784,0.006128906,2376.0,318.1666666666667,4,-27.059156,6,15027,Male,Adult,Ocelot,growl
0.052275885,0.0068489444,2392.5,340.0,4,-27.059156,4,7518,Male,Adult,Ocelot,growl
0.06270355,0.0074029,2330.8,296.2,5,-27.059156,5,7102,Male,Adult,Ocelot,growl
0.09101173,0.0060332334,3874.1666666666665,271.8333333333333,4,-27.059156,6,13770,Male,Adult,Ocelot,growl
0.14553782,0.0075916126,8510.571428571428,404.2857142857143,7,-27.059156,7,15253,Male,Adult,Ocelot,growl
0.11009403,0.0076086256,3965.4,364.8,1,-27.059156,5,9557,Male,Adult,Ocelot,growl
0.13374774,0.024868889,2636.0,390.0,7,-5.1975303,1,643,Male,Adult,Ocelot,main call
0.16196753,0.028584173,2880.5,388.0,9,-5.1975303,2,1224,Male,Adult,Ocelot,main call
0.20971052,0.03006733,3823.5,363.5,12,-5.1975303,2,1310,Male,Adult,Ocelot,main call
0.21334957,0.03318133,4040.0,487.5,12,-5.1975303,2,1724,Male,Adult,Ocelot,main call
0.1676193,0.026178986,3139.0,556.0,13,-5.1975303,2,2062,Male,Adult,Ocelot,main call
0.1676193,0.023260996,2790.0,435.0,8,-5.1975303,2,1600,Male,Adult,Ocelot,main call
0.1512407,0.02098834,2642.5,374.0,5,-5.1975303,2,1391,Male,Adult,Ocelot,main call
0.30616862,0.038820304,2764.5,342.5,8,-5.1975303,2,1261,Male,Adult,Ocelot,main call
0.19481996,0.030792437,3686.6666666666665,469.3333333333333,23,-5.1975303,3,2505,Male,Adult,Ocelot,main call
0.17271952,0.021533798,3422.5,479.0,12,-5.1975303,2,1920,Male,Adult,Ocelot,main call
0.15581068,0.024158157,3247.3333333333335,526.3333333333334,16,-5.1975303,3,2976,Male,Adult,Ocelot,main call
0.2032991,0.031212144,3599.3333333333335,690.3333333333334,18,-5.1975303,3,3595,Male,Adult,Ocelot,main call
0.2402008,0.03337635,4142.666666666666,661.1666666666666,24,-5.1975303,6,6957,Male,Adult,Ocelot,main call
0.17865172,0.023955917,3685.6666666666665,678.0,18,-5.1975303,3,3773,Male,Adult,Ocelot,main call
0.15441364,0.02556644,2610.5,649.5,14,-5.1975303,2,2250,Male,Adult,Ocelot,main call
0.19566022,0.030710846,3971.8571428571427,715.4285714285714,26,-5.1975303,7,8134,Male,Adult,Ocelot,main call
0.21217196,0.035226047,2653.5,539.0,12,-5.1975303,2,1644,Male,Adult,Ocelot,main call
0.22026227,0.04181302,3708.5,730.0,18,-5.1975303,2,2251,Male,Adult,Ocelot,main call
0.22482754,0.03941326,3895.0,753.5,26,-5.1975303,4,4664,Male,Adult,Ocelot,main call
0.29292396,0.045367,4661.666666666666,780.0,25,-5.1975303,3,3687,Male,Adult,Ocelot,main call
0.23184885,0.040907815,3956.0,766.5,17,-5.1975303,2,2278,Male,Adult,Ocelot,main call
0.22804491,0.040624004,3655.0,525.5,20,-5.1975303,2,1622,Male,Adult,Ocelot,main call
0.23987076,0.041315712,3882.5,475.5,18,-5.1975303,2,1624,Male,Adult,Ocelot,main call
0.2105152,0.037386887,4812.75,622.0,29,-5.1975303,4,3986,Male,Adult,Ocelot,main call
0.21785414,0.03152724,4031.0,556.0,18,-5.1975303,2,1913,Male,Adult,Ocelot,main call
0.20267265,0.031976886,3832.333333333333,587.3333333333334,21,-5.1975303,3,3235,Male,Adult,Ocelot,main call
0.1910009,0.029127767,4120.875,431.875,19,-5.1975303,8,5932,Male,Adult,Ocelot,main call
0.20259488,0.03144362,3953.5,607.5,14,-5.1975303,2,2205,Male,Adult,Ocelot,main call
0.24113551,0.038645186,4584.0,593.0,27,-5.1975303,3,3240,Male,Adult,Ocelot,main call
0.24750237,0.04312702,3722.5,652.0,15,-5.1975303,2,2020,Male,Adult,Ocelot,main call
0.31959516,0.050152805,4858.0,590.3333333333334,30,-5.1975303,3,3175,Male,Adult,Ocelot,main call
0.15099733,0.021611286,2704.5,445.5,11,-5.1975303,2,1622,Male,Adult,Ocelot,main call
0.31285003,0.031141596,3935.4999999999995,537.1666666666666,19,-5.1975303,6,5554,Male,Adult,Ocelot,main call
0.24282348,0.026971282,3872.5,438.0,19,-5.1975303,2,1759,Male,Adult,Ocelot,main call
0.23282325,0.03095937,4284.666666666666,625.6666666666666,21,-5.1975303,3,3667,Male,Adult,Ocelot,main call
0.20072417,0.03341853,4796.0,705.5,12,-5.1975303,2,2475,Male,Adult,Ocelot,main call
0.22111557,0.045723718,4839.333333333333,751.6666666666666,18,-5.1975303,3,4102,Male,Adult,Ocelot,main call
0.28317252,0.04284,2636.0,285.4,11,-5.1975303,5,2769,Male,Adult,Ocelot,main call
0.3282624,0.051725354,2841.8,320.6,12,-5.1975303,5,2986,Male,Adult,Ocelot,growl
0.38752064,0.0626592,2907.4,326.4,14,-5.1975303,5,2849,Male,Adult,Ocelot,growl
0.3642003,0.060120553,2833.0000000000005,304.4,21,-5.1975303,5,2684,Male,Adult,Ocelot,growl
0.36818302,0.064012,3083.4000000000005,344.8,17,-5.1975303,5,2927,Male,Adult,Ocelot,growl
0.38031676,0.061532483,2808.25,303.25,11,-5.1975303,4,2254,Male,Adult,Ocelot,growl
0.38928118,0.06932068,3447.6666666666665,364.3333333333333,25,-5.1975303,6,3993,Male,Adult,Ocelot,growl
0.3855102,0.07471997,3194.0,330.2,19,-5.1975303,5,3040,Male,Adult,Ocelot,growl
0.38528058,0.07417083,3656.6000000000004,378.6,22,-5.1975303,5,3358,Male,Adult,Ocelot,growl
0.36535347,0.07714063,2944.75,341.75,17,-5.1975303,4,2563,Male,Adult,Ocelot,growl
0.36649722,0.06458829,2929.0,324.75,15,-5.1975303,4,2398,Male,Adult,Ocelot,growl
0.37586597,0.06803315,3225.5,390.5,15,-5.1975303,4,2642,Male,Adult,Ocelot,growl
0.35901988,0.06170235,2925.2000000000003,333.6,20,-5.1975303,5,3072,Male,Adult,Ocelot,growl
0.3634186,0.0550491,2876.4,310.0,11,-5.1975303,5,2885,Male,Adult,Ocelot,growl
0.33771807,0.062935434,2831.6666666666665,338.0,9,-5.1975303,3,1787,Male,Adult,Ocelot,growl
0.37094808,0.06994883,2752.25,323.25,14,-5.1975303,4,2293,Male,Adult,Ocelot,growl
0.39483756,0.06245713,2823.0,303.25,12,-5.1975303,4,1962,Male,Adult,Ocelot,growl
0.3136217,0.042029653,2895.5,340.75,12,-5.1975303,4,2480,Male,Adult,Ocelot,growl
0.29849294,0.058879267,2642.0,307.75,9,-5.1975303,4,2308,Male,Adult,Ocelot,growl
0.28891084,0.049073715,2784.75,318.25,17,-5.1975303,4,2306,Male,Adult,Ocelot,growl
0.26143566,0.038580447,2971.5,342.75,13,-5.1975303,4,2549,Male,Adult,Ocelot,growl
0.33166838,0.04371147,3274.5,335.25,15,-4.3929586,4,2318,Male,Adult,Ocelot,growl
0.3704669,0.06310449,3602.8,258.0,18,-4.3929586,5,2123,Male,Adult,Ocelot,growl
0.4402726,0.04948685,3366.333333333333,321.3333333333333,8,-4.3929586,3,1782,Male,Adult,Ocelot,growl
0.38542354,0.069983676,4241.333333333333,300.0,14,-4.3929586,3,1335,Male,Adult,Ocelot,growl
0.3189534,0.045176808,3573.75,367.5,20,-4.3929586,4,2840,Male,Adult,Ocelot,growl
0.39330748,0.06411952,4295.25,418.25,39,-4.3929586,8,5776,Male,Adult,Ocelot,call/growl
0.15180495,0.014568632,1499.6666666666665,243.33333333333334,5,-4.3929586,3,2232,Male,Adult,Ocelot,growl
0.32601216,0.05773734,4270.0,304.0,14,-4.3929586,5,2467,Male,Adult,Ocelot,growl
0.320006,0.05971589,3835.5,460.5,14,-4.3929586,2,1471,Male,Adult,Ocelot,call/growl
0.30082527,0.04208099,1413.25,228.5,9,-4.3929586,4,1817,Male,Adult,Ocelot,call/growl
0.30648294,0.049860306,4895.6,562.2,38,-4.3929586,5,5443,Male,Adult,Ocelot,growl
0.31563538,0.050726406,4171.6,385.0,15,-4.3929586,5,3439,Male,Adult,Ocelot,call/growl
0.35097507,0.059823886,4146.75,415.5,31,-4.3929586,4,2875,Male,Adult,Ocelot,call
0.2728659,0.0480293,2960.375,318.125,20,-4.3929586,8,4558,Male,Adult,Ocelot,growl
0.2728661,0.042782906,4388.333333333333,722.0,24,-4.3929586,3,3874,Male,Adult,Ocelot,growl
0.437519,0.08415158,2699.0,188.0,5,-4.3929586,2,729,Male,Adult,Ocelot,growl
0.34247205,0.06495122,2390.333333333333,177.33333333333334,7,-4.3929586,3,1042,Male,Adult,Ocelot,growl
0.25248417,0.0491735,3338.0,203.28571428571428,16,-4.3929586,7,2604,Male,Adult,Ocelot,growl
0.34099275,0.06264043,2897.5,238.5,8,-4.3929586,2,772,Male,Adult,Ocelot,growl
0.14087477,0.0073114815,5666.200000000001,287.4,3,-13.727774,5,6523,M,A,C. temminckii,growl
0.06857256,0.00913977,1779.6666666666665,366.3333333333333,3,-13.727774,3,3730,M,A,C. temminckii,unknown
0.3206352,0.00860462,6799.588235294117,358.3529411764706,2,-13.727774,17,22634,M,A,C. temminckii,growl
0.20871931,0.013123976,7775.75,503.5,10,-13.727774,8,9927,M,A,C. temminckii,growl
0.4460794,0.013457226,9615.0,719.4090909090909,16,-13.727774,22,41497,M,A,C. temminckii,growl
0.43287593,0.045648493,7543.0,1472.5,17,-13.727774,2,3965,M,A,C. temminckii,growl?
0.24426739,0.008020336,8380.52,423.0,1,-13.727774,25,40130,M,A,C. temminckii,growl
0.28678373,0.013644241,9595.392857142857,420.89285714285717,5,-10.2629175,28,23920,Unknown,Adult ,Wildcat,Call sequence(possible mew)
0.12671497,0.021485606,1413.0,141.0,1,-6.655638,1,325,Female,Adult ,Wildcat,mew
0.094653964,0.01980245,1245.0,118.0,1,-6.655638,1,281,Female,Adult ,Wildcat,mew
0.2155696,0.018129393,2820.0,673.0,5,-9.21972,1,1224,Male,Adult,Wildcat,hiss
0.33227134,0.025385283,2571.0,539.0,2,-9.21972,1,1103,Male,Adult,Wildcat,hiss
0.45280793,0.030998683,1904.0,355.0,3,-9.21972,1,905,Male,Adult,Wildcat,hiss
0.08280443,0.014789636,1434.0,549.0,1,-9.21972,1,1256,Male,Adult,Wildcat,hiss
0.20331128,0.016849738,2742.0,299.0,2,-3.730616,2,1198,Female,Adult,Wildcat,hiss 
0.14131273,0.023885733,1330.0,300.0,1,-3.730616,1,479,Female,Adult,Wildcat,hiss 
0.04625175,0.011655056,852.0,166.0,0,-3.730616,1,450,Female,Adult,Wildcat,hiss 
0.16503097,0.0031786638,2539.5,335.5,2,-19.4655,2,3982,Unknown,Juvenile,Wildcat,hiss
0.10864174,0.010035141,7335.0,1950.0,10,-19.4655,1,4616,Unknown,Juvenile,Wildcat,hiss
0.06953011,0.0059129447,5683.0,908.0,2,-19.4655,1,3029,Unknown,Juvenile,Wildcat,hiss
0.07812705,0.0064483527,6285.5,1361.0,4,-19.4655,2,8135,Unknown,Juvenile,Wildcat,hiss
0.25478342,0.01677562,8203.571428571428,1674.0,31,-24.702505,7,36131,Male,Adult,Wildcat,call sequence?
0.19518186,0.017563853,8566.714285714286,1328.142857142857,29,-24.702505,7,37458,Male,Adult,Wildcat,call sequence?
0.18763563,0.015111175,6832.0,1004.0,5,-24.702505,1,5160,Male,Adult,Wildcat,single call?
0.14205581,0.007444417,6339.0,2121.0,2,-24.702505,1,7062,Male,Adult,Wildcat,single call?
0.19729027,0.02832788,8442.0,1354.5,10,-24.702505,2,8179,Male,Adult,Wildcat,single call?
0.16696228,0.020839361,5351.0,1537.0,4,-24.702505,1,4886,Male,Adult,Wildcat,single call?
0.17147355,0.017808985,6262.0,1255.0,3,-24.702505,1,4177,Male,Adult,Wildcat,single call?
0.18954495,0.038040806,7957.0,1745.0,6,-24.702505,1,3398,Male,Adult,Wildcat,single call?
0.21491617,0.02029755,8570.333333333332,1527.0,15,-24.702505,3,13040,Male,Adult,Wildcat,single call?
0.19368826,0.024865396,8329.5,1340.5,12,-24.702505,2,8928,Male,Adult,Wildcat,single call?
0.16489366,0.025822898,7185.0,1238.0,7,-24.702505,1,4134,Male,Adult,Wildcat,single call?
0.1820922,0.023845967,8381.333333333332,1439.3333333333333,12,-24.702505,3,12896,Male,Adult,Wildcat,single call?
0.17644505,0.02214365,7646.5,1535.5,6,-24.702505,2,8706,Male,Adult,Wildcat,single call?
0.1767989,0.038449913,7300.0,1900.0,6,-24.702505,1,3755,Male,Adult,Wildcat,single call?
0.21874379,0.022602256,8370.666666666666,1180.3333333333333,14,-24.702505,3,13917,Male,Adult,Wildcat,single call?
0.20945567,0.01585994,7054.5,903.5,4,-24.702505,2,9118,Male,Adult,Wildcat,single call?
0.24229409,0.00633057,6088.400000000001,624.6,0,-17.067156,10,21660,Male,Adult,Wildcat,call?
0.047513656,0.008212979,3047.5,778.5,3,-17.067156,2,3913,Male,Adult,Wildcat,call?
0.054332342,0.009363913,2458.0,765.0,1,-17.067156,1,1740,Male,Adult,Wildcat,call?
0.07570692,0.009174405,3186.333333333333,696.0,2,-17.067156,9,16621,Male,Adult,Wildcat,call?
0.14013736,0.012556623,2699.0,770.5,8,-17.067156,2,3932,Male,Adult,Wildcat,call?
0.05982425,0.0070313145,2925.5,799.5,1,-17.067156,2,5082,Male,Adult,Wildcat,call?
0.061922733,0.0062046805,2392.0,687.0,1,-17.067156,1,2499,Male,Adult,Wildcat,call?
0.0729609,0.006924107,4084.0,714.5,3,-17.067156,2,5171,Male,Adult,Wildcat,call?
0.13838927,0.006450937,2504.0,599.0,1,-17.067156,2,4126,Male,Adult,Wildcat,call?
0.16488588,0.008475187,2758.0,620.0,4,-17.067156,4,8669,Male,Adult,Wildcat,call?
0.0198957,0.00387442,1895.0,543.0,0,-22.624342,1,2489,Male,Adult,Wildcat,mew?
0.018562334,0.0037615534,1923.0,549.0,2,-22.624342,1,2382,Male,Adult,Wildcat,mew?
0.038703673,0.0043705865,1919.0,510.0,2,-22.624342,1,2952,Male,Adult,Wildcat,mew?
0.09880474,0.017851975,4612.5,1437.5,4,-22.624342,2,7323,Male,Adult,Wildcat,mew?
0.11708372,0.025970772,4671.0,1812.0,3,-22.624342,1,3683,Male,Adult,Wildcat,mew?
0.07563756,0.009950498,4087.0,1024.5,3,-22.624342,2,6405,Male,Adult,Wildcat,mew?
0.075951844,0.0053497106,2106.0,496.0,2,-22.624342,2,5792,Male,Adult,Wildcat,mew?
0.055249315,0.0059491657,8895.0,2231.0,1,-25.048552,2,15004,,,L. serval,hiss
0.028026734,0.0035293342,593.3333333333334,198.66666666666666,1,-25.048552,3,3748,,,L. serval,growl
0.05031252,0.0062531945,8983.0,2525.0,1,-25.048552,1,8390,,,L. serval,hiss
0.018002111,0.0028366311,944.0,90.5,1,-25.048552,4,5947,,,L. serval,growl
0.0630667,0.0063347197,9461.0,2292.0,2,-25.048552,1,7489,,,L. serval,hiss
0.015661532,0.0036426778,434.75,120.5,1,-25.048552,4,3830,,,L. serval,growl
0.05508715,0.0060028,9207.0,2146.0,3,-25.048552,2,13401,,,L. serval,hiss
0.01543274,0.0036181686,513.0,124.0,1,-25.048552,4,3213,,,L. serval,growl
0.046394475,0.0036666878,6009.0,942.0,0,-25.048552,1,6367,,,L. serval,hiss
0.021829903,0.003887789,1061.3333333333333,255.66666666666666,1,-25.048552,3,6116,,,L. serval,growl
0.061906636,0.0069290334,9540.0,2821.0,3,-25.048552,1,7754,,,L. serval,hiss
0.01619376,0.003749464,408.3333333333333,143.33333333333334,2,-25.048552,3,3852,,,L. serval,growl
0.044900913,0.0040112035,7437.0,838.5,1,-25.048552,2,8835,,,L. serval,hiss
0.011071603,0.0020531882,541.0,81.0,0,-25.048552,1,4128,,,L. serval,growl
0.019265013,0.0028900597,352.0,155.0,1,-25.048552,2,3644,,,L. serval,growl
0.053036254,0.005989469,7398.0,2206.0,1,-25.048552,1,7757,,,L. serval,hiss
0.11096732,0.0031902874,6609.333333333333,258.0,0,-25.048552,6,20063,,,L. serval,growl/hiss
0.051870834,0.003635691,5700.0,1024.0,0,-25.048552,1,5201,,,L. serval,hiss
0.016015064,0.0023205567,3625.5,103.75,0,-25.048552,4,7913,,,L. serval,growl
0.052403424,0.0043915203,7154.5,1058.5,1,-25.048552,2,9088,,,L. serval,hiss
0.020131996,0.0030499476,631.75,156.5,1,-25.048552,4,8653,,,L. serval,growl
0.30295235,0.025129965,10549.0,3683.5,86,-25.048552,2,15710,,,L. serval,unknown
0.048906025,0.00423572,6208.75,517.25,1,-25.048552,4,11503,,,L. serval,grow/hiss
0.043162704,0.0022434837,3669.5,138.0,1,-25.048552,4,10296,,,L. serval,growl
0.04227115,0.0025650824,5884.0,591.5,1,-25.048552,2,9378,,,L. serval,hiss
0.051815245,0.003727335,7232.0,1327.0,0,-25.048552,1,5921,,,L. serval,hiss
0.020989938,0.0026517229,1721.6000000000001,190.8,0,-25.048552,5,11000,,,L. serval,growl
0.07916663,0.0069685346,9843.0,1967.0,0,-25.048552,1,5929,,,L. serval,hiss
0.035118125,0.0039883195,5357.6,243.4,0,-25.048552,5,9462,,,L. serval,growl
0.09206192,0.009113939,10165.0,2937.0,2,-25.048552,1,8199,,,L. serval,hiss
0.08353167,0.004509091,6582.0,401.5,1,-25.048552,6,14021,,,L. serval,growl
0.10574033,0.00500671,10051.5,1677.0,0,-25.048552,2,13671,,,L. serval,hiss
0.027445184,0.0036707893,3728.25,213.75,3,-25.048552,4,8038,,,L. serval,growl
0.05809399,0.004995175,9776.0,1810.0,2,-25.048552,2,13955,,,L. serval,hiss
0.019920524,0.0026216293,3834.6000000000004,144.0,1,-25.048552,5,10061,,,L. serval,growl
0.06634475,0.0017901587,194.0,211.0,0,-25.048552,1,5754,,,L. serval,hiss
0.010975391,0.0009491337,385.0,10.5,0,-25.048552,2,6114,,,L. serval,growl
0.08786904,0.007944734,9647.0,2927.0,1,-25.048552,1,7415,,,L. serval,hiss
0.042138588,0.0028238408,3893.4000000000005,267.8,0,-25.048552,5,14489,,,L. serval,growl
0.07362357,0.007906235,9180.0,3130.0,4,-25.048552,1,8470,,,L. serval,hiss
0.033502907,0.006121602,803.0,167.5,1,-25.048552,2,2445,,,L. serval,growl
0.29000306,0.030050904,10438.0,3187.0,56,-25.048552,2,13136,,,L. serval,unknown
0.24078019,0.008722314,6371.0,362.0,2,-25.048552,1,1795,,,L. serval,growl
0.16266531,0.016163014,10309.5,3486.0,3,-25.048552,2,14772,,,L. serval,hiss
0.107515775,0.003450711,7929.0,483.25,0,-25.048552,4,12984,,,L. serval,growl/hiss
0.068670735,0.0054019084,9368.0,2209.0,0,-25.048552,2,14916,,,L. serval,hiss
0.010636038,0.0020925794,432.5,63.0,1,-25.048552,2,3141,,,L. serval,growl
0.031659193,0.0029142012,4265.333333333333,230.33333333333334,1,-25.048552,3,7320,,,L. serval,grow/hiss
0.1935823,0.011958096,10365.0,1562.5,1,-25.048552,2,11018,,,L. serval,unknown
0.029654544,0.0029366263,308.0,110.0,2,-25.048552,1,1208,,,L. serval,growl
0.07451894,0.00499692,9124.5,1207.5,0,-25.048552,2,11703,,,L. serval,hiss
0.023644373,0.0033220677,1067.5,197.0,1,-25.048552,4,8899,,,L. serval,growl
0.08983366,0.008870385,7696.0,2586.0,5,-25.048552,1,7132,,,L. serval,hiss
0.029061375,0.0047927396,1587.75,327.75,3,-25.048552,4,7025,,,L. serval,growl
0.07802824,0.007949636,9804.0,3146.0,3,-25.048552,1,8947,,,L. serval,hiss
0.036705267,0.0053342497,767.0,422.0,3,-25.048552,1,1816,,,L. serval,growl
0.20184644,0.014464238,10191.5,2421.5,29,-25.048552,2,12245,,,L. serval,unknown
0.06754231,0.0063963733,4338.666666666666,747.6666666666666,4,-25.048552,3,7196,,,L. serval,growl?
0.067735925,0.0050322134,7785.0,1612.0,0,-25.048552,1,7039,,,L. serval,hiss
0.011587333,0.0020639123,210.0,66.0,1,-25.048552,1,2391,,,L. serval,growl
0.07056372,0.004347711,9573.666666666666,1081.3333333333333,1,-25.048552,3,15280,,,L. serval,hiss
0.03863997,0.0034164772,669.5,177.0,1,-25.048552,2,3056,,,L. serval,growl
0.12700035,0.0070628063,8143.0,1673.5,2,-25.048552,2,12492,,,L. serval,growl/hiss
0.02545408,0.002660434,4940.2,210.2,0,-25.048552,5,11621,,,L. serval,growl
